,shop_score_delivery,shop_score_delivery
0.9297405189620758,10.0,
0.9297727272727274,26.0,
0.9298293515358362,,5.0
0.9300771208226222,1.0,
0.9301291989664082,,3.0
0.930142737195634,4.0,
0.9303355704697986,4.0,
0.9305050505050504,1.0,
0.9305208870551832,,1.0
0.9305389221556888,,3.0
0.9307579462102692,2.0,
0.9309134045077104,4.0,
0.9310047846889952,2.0,
0.9310783736004716,5.0,
0.9311247443762782,8.0,
0.931132075471698,2.0,
0.931173184357542,2.0,
0.9312529550827424,3.0,
0.931294669009959,3.0,
0.9314285714285716,8.0,
0.9314653784219002,2.0,
0.9314660114660114,4.0,
0.9315041322314048,5.0,
0.931588785046729,3.0,
0.9317619603267212,,1.0
0.9317848164906988,12.0,
0.931847133757962,,1.0
0.9320000000000002,2.0,
0.932080668962125,9.0,
0.9322709163346614,13.0,
0.9323076923076924,1.0,
0.9326315789473684,,1.0
0.9326370530877572,40.0,
0.932824427480916,1.0,
0.932962804617358,40.0,
0.9329914529914528,7.0,
0.9331111972103836,10.0,
0.9331726907630522,10.0,
0.9332718894009218,2.0,
0.9333333333333332,1.0,
0.933392382639504,13.0,
0.9334025483718736,2.0,
0.9335700793350964,11.0,
0.9335778384705424,5.0,
0.9335849056603772,2.0,
0.9336561142147736,45.0,
0.9337931034482758,3.0,
0.9338310412573674,,2.0
0.9339657701711491,1.0,
0.9339872706851368,4.0,
0.9340335195530728,,2.0
0.9340442986054144,64.0,
0.9340620384047268,1.0,
0.93425017601502,35.0,
0.9343463898065124,,5.0
0.9345173745173748,3.0,3.0
0.9345454545454546,1.0,
0.9345873320537429,2.0,
0.9346152956149484,27.0,
0.9346798452943704,1.0,
0.9347176684881604,16.0,
0.9347486033519554,1.0,
0.9348268839103872,6.0,
0.9349152542372884,2.0,
0.9349408114009884,32.0,
0.9349480381760341,6.0,
0.9350922761449076,29.0,
0.9351111111111109,1.0,
0.9351436031331593,,6.0
0.9352147239263804,1.0,
0.9352285115303984,19.0,
0.9352651356993738,1.0,
0.9352716340992056,9.0,
0.9352845528455284,15.0,
0.9353191489361704,6.0,
0.9353846153846151,1.0,
0.9353864589574596,,3.0
0.9353904761904764,16.0,
0.9354385964912282,7.0,
0.935461883408072,49.0,
0.9355194218608852,29.0,
0.935774647887324,2.0,
0.9357878633350332,1.0,
0.9358083832335328,13.0,
0.9358834244080144,,13.0
0.9359175257731958,1.0,
0.936,11.0,
0.9360500260552372,2.0,
0.9360531782301622,14.0,
0.9363874873864784,4.0,
0.9363997542494368,20.0,
0.9365517241379312,12.0,
0.9365573770491804,5.0,
0.9366480446927374,1.0,
0.9366666666666668,9.0,
0.9367262502510544,12.0,
0.9370491803278688,3.0,
0.937074877536739,3.0,
0.9370824524312896,,1.0
0.937142857142857,12.0,
0.9372039603960396,24.0,
0.9372905894519132,13.0,
0.9373040752351098,11.0,
0.9373121592794502,,7.0
0.9373236009732362,11.0,
0.9373277074542898,1.0,
0.937391304347826,2.0,
0.9374064656738104,34.0,
0.9374488802336902,47.0,
0.9374668275030158,13.0,
0.9374790731529784,32.0,
0.9375314861460956,2.0,
0.9375582215949191,4.0,
0.9375727181544636,6.0,
0.9376,2.0,
0.9376100628930816,2.0,
0.9376328844790928,,1.0
0.93776,,1.0
0.9377777777777778,13.0,
0.9377840508115738,4.0,
0.937809187279152,7.0,
0.9378343949044584,,2.0
0.937849666983825,24.0,
0.9378542413381123,15.0,
0.9378669482576558,5.0,
0.9378720774539088,26.0,
0.937910447761194,1.0,
0.9379206859592712,15.0,
0.9379634746276704,44.0,
0.9379807692307692,30.0,
0.9380427385327346,39.0,
0.9380645161290324,,2.0
0.9380795183224332,23.0,
0.9380919068869858,9.0,
0.9381303116147309,2.0,
0.9381659388646288,1.0,
0.9381672859847155,65.0,
0.9382092050209204,44.0,
0.9382182393252504,141.0,
0.9382456140350875,2.0,
0.9382836189267328,62.0,
0.9383042973286876,22.0,
0.9383240223463688,1.0,
0.938364235827986,,6.0
0.9383703703703704,4.0,
0.9383783783783785,3.0,
0.9384100418410042,3.0,
0.9384482758620688,1.0,
0.9384615384615383,31.0,
0.9386,23.0,
0.9386122448979592,1.0,
0.9386732186732188,1.0,
0.9387234042553192,12.0,
0.9387901543596162,46.0,
0.9388186528497412,7.0,
0.9389090909090908,6.0,
0.9390146931719964,7.0,
0.9390986166889784,1.0,
0.9391397849462366,1.0,
0.939176755447942,5.0,
0.9391919191919192,4.0,
0.9391941250362354,2.0,
0.9392,1.0,
0.93920438957476,1.0,
0.939215911264104,6.0,
0.9392264768135464,1.0,
0.9392500239762156,2.0,
0.9393030101604788,1.0,
0.939310344827586,6.0,
0.9393340494092376,4.0,
0.9393684210526316,2.0,
0.9394698795180724,,1.0
0.9394714881780252,1.0,
0.9394775339602924,5.0,
0.9394957983193276,1.0,
0.9395142555438224,4.0,
0.9395352915387988,3.0,
0.9395594713656388,3.0,
0.9395881006864988,20.0,
0.9396226415094341,1.0,
0.9397101449275362,6.0,
0.9398037077426392,2.0,
0.9398290598290596,14.0,
0.9398926654740608,2.0,
0.94,5.0,
0.9401517450682852,1.0,
0.9402065131056394,41.0,
0.9402575107296138,3.0,
0.9402658074909384,61.0,
0.9402870813397132,3.0,
0.9402902979373567,15.0,
0.940329411764706,13.0,
0.9403369524522652,,7.0
0.9403557617942769,18.0,
0.940377358490566,,1.0
0.9403921568627452,3.0,
0.9404208019055179,20.0,
0.9405418520016172,68.0,
0.9405490196078432,15.0,
0.9405714285714286,1.0,
0.940589390962672,41.0,
0.9406265060240964,1.0,
0.9406451612903226,6.0,
0.940647773279352,,1.0
0.9406993006993009,35.0,
0.9407407407407408,1.0,
0.9407891156462588,1.0,
0.9408,7.0,
0.9408540925266904,3.0,
0.9408582183186952,1.0,
0.9409770687936192,17.0,
0.9410046312789456,2.0,
0.9410526315789474,3.0,
0.9410867802108678,58.0,
0.9411842105263156,16.0,
0.9411965811965812,4.0,
0.9412244897959184,5.0,
0.9412389380530974,30.0,
0.9412459016393444,9.0,
0.9412864674868192,5.0,
0.9413254786450664,,4.0
0.9413998613998612,4.0,
0.9414084507042252,1.0,
0.9414424111948332,6.0,
0.94147817119285,5.0,
0.9415071283095724,19.0,
0.941514360313316,16.0,
0.9415384615384615,1.0,
0.9415831279101616,26.0,
0.9415961622328828,2.0,
0.9416338028169012,,5.0
0.9416364369205964,25.0,
0.9416431187859761,16.0,
0.94166002174701,6.0,
0.9416794701986756,18.0,
0.9417124394184168,24.0,
0.9417459660736452,,1.0
0.9417613882863342,,6.0
0.9418379850238257,11.0,
0.9418782249742002,11.0,
0.942013422818792,,1.0
0.94202304737516,2.0,
0.9421311475409836,,6.0
0.9421415866239772,18.0,
0.94218487394958,2.0,
0.9422053231939164,1.0,
0.9422084623323012,12.0,
0.9422222222222224,3.0,
0.9422505307855626,8.0,
0.9422908438061042,,3.0
0.9423076923076924,1.0,
0.9423150912106136,2.0,
0.9423696682464456,1.0,
0.9423724320742216,2.0,
0.9424031909589496,,1.0
0.9424048706240488,7.0,
0.9424299065420559,1.0,
0.9424531120331952,17.0,
0.9424656627502896,1.0,
0.9424737945492664,18.0,
0.9424884792626728,22.0,
0.9425039731591031,27.0,
0.9425627476882432,1.0,
0.9426006600660066,1.0,
0.9426148141104878,,1.0
0.9426268241834608,7.0,
0.9426415094339624,,1.0
0.9426573426573428,17.0,
0.9426915113871634,35.0,
0.942715173025732,23.0,
0.9427450980392158,44.0,
0.9427520388686448,42.0,
0.94276008492569,21.0,
0.9427892503536068,14.0,
0.9428571428571428,7.0,
0.9428841965722944,4.0,
0.9429107981220656,1.0,
0.9429301277235164,13.0,
0.9429305912596402,7.0,
0.9429343936381712,,10.0
0.9429382116856448,20.0,
0.9429665071770336,1.0,
0.9430420711974108,5.0,
0.9430576441102756,,8.0
0.9430810660228436,20.0,
0.943108164111065,2.0,
0.9431404958677688,3.0,
0.9431565495207668,4.0,
0.9432258064516129,3.0,
0.9432361809045228,17.0,
0.9432787794729542,,22.0
0.9433476394849784,,8.0
0.9433540372670808,1.0,
0.9433563218390806,1.0,
0.9434065411028764,6.0,
0.9434146341463414,7.0,
0.9434551971326166,3.0,
0.9434636871508381,1.0,
0.9434700315457414,5.0,
0.943481575603558,12.0,
0.9434961075725408,3.0,
0.943502092615094,4.0,
0.943529411764706,21.0,
0.9435610302351624,89.0,
0.9435667107001321,5.0,
0.9435755478662052,151.0,
0.9435783994795056,7.0,
0.9435903124422259,11.0,
0.9435924932975872,3.0,
0.9435955056179774,2.0,
0.9436281179138322,102.0,
0.9436305048335124,12.0,
0.9436683063949404,4.0,
0.9436721003555376,5.0,
0.9436834924965892,2.0,
0.9437206639954208,83.0,
0.9437362637362638,3.0,
0.9437442922374428,1.0,
0.9437837837837836,2.0,
0.9437992831541221,19.0,
0.94381679389313,1.0,
0.943825779870512,120.0,
0.9438490566037736,1.0,
0.9438805970149252,,3.0
0.9438869517342632,27.0,
0.9438900263234864,124.0,
0.9439208842350204,140.0,
0.9439243372852004,7.0,
0.9439780821917808,1.0,
0.9440000000000002,1.0,
0.9440057693568478,7.0,
0.9440220385674932,2.0,
0.94402378592666,9.0,
0.944063923925246,11.0,
0.9441749089016138,8.0,
0.944186046511628,2.0,
0.9441884816753928,10.0,
0.9442265795206972,4.0,
0.9442446043165468,23.0,
0.9442580645161288,2.0,
0.9442826243691422,2.0,
0.9442852763870442,5.0,
0.9442950819672132,4.0,
0.944308131241084,6.0,
0.9443116883116884,11.0,
0.9443302085575148,,2.0
0.9443478260869568,11.0,
0.9443603603603604,1.0,
0.944385026737968,2.0,
0.944390243902439,8.0,
0.9444748858447488,1.0,
0.9444829979181124,11.0,
0.9444834307992204,18.0,
0.9445031087554784,,4.0
0.9445621322256836,8.0,
0.9445633343523898,3.0,
0.9445810055865922,1.0,
0.9445845682166584,13.0,
0.9445936395759718,,1.0
0.9445996940336564,5.0,
0.9446832856559052,11.0,
0.9447187728268812,,1.0
0.9447284605961616,4.0,
0.9447619047619048,2.0,
0.9447678883071552,5.0,
0.9448180242634316,,3.0
0.9448226950354609,17.0,
0.9448467966573816,6.0,
0.9448571428571428,3.0,
0.9448947122133832,4.0,
0.9449070631970258,4.0,
0.94490946868507,4.0,
0.9449180327868854,9.0,
0.9449204864359216,5.0,
0.9449389671361504,2.0,
0.945,12.0,
0.94502406159769,20.0,
0.9450411748350732,11.0,
0.9450691244239632,2.0,
0.9451172558627932,5.0,
0.9451469923111712,20.0,
0.9451609044144038,22.0,
0.9451643192488264,28.0,
0.9451851851851852,1.0,
0.9452252252252252,,5.0
0.9452444444444444,3.0,
0.9452607449856734,3.0,
0.94527181898325,4.0,
0.9452760824816726,,64.0
0.9452903225806452,47.0,
0.9453113087674714,,1.0
0.9453393665158372,4.0,
0.9453465346534652,8.0,
0.9453878702397744,3.0,
0.9454003724394786,5.0,
0.9454270772806508,7.0,
0.9454494223724994,1.0,
0.9454545454545455,7.0,2.0
0.9455135135135136,,1.0
0.945515587529976,1.0,
0.9455246270181892,9.0,
0.9455319148936172,11.0,
0.9455619694397284,,5.0
0.9455670103092784,5.0,
0.9455750936869414,1.0,
0.9455782312925171,,1.0
0.94558183538316,3.0,
0.9456039499206488,12.0,
0.945625,2.0,
0.9456376470588236,8.0,
0.9456521739130436,7.0,
0.9456763925729444,2.0,
0.9457159833630422,4.0,
0.9457332866643332,8.0,
0.9457391304347826,3.0,
0.945740376007162,,2.0
0.9457875457875458,1.0,
0.9458064516129032,1.0,
0.945806798334005,12.0,
0.9458099425092998,7.0,
0.9458134416793637,6.0,
0.9458343175299476,12.0,
0.9458371454711804,13.0,
0.94586011342155,6.0,
0.9458865308193116,8.0,
0.9458866544789764,1.0,
0.9458909090909092,7.0,
0.9459037711313394,1.0,
0.9459154929577464,1.0,
0.9459523207817372,5.0,
0.9459837019790454,1.0,
0.9460015168113256,7.0,
0.9460240963855422,3.0,
0.94603550295858,,1.0
0.946036745406824,5.0,
0.9460461786289599,6.0,
0.9460759493670888,3.0,
0.9460853769300636,18.0,
0.9460916442048516,11.0,
0.9461052631578948,5.0,
0.946110109417838,7.0,
0.9461241970021416,3.0,
0.9461270376616076,1.0,
0.9461801596351198,2.0,
0.9461802298165936,3.0,
0.9461883408071751,1.0,
0.9462057122759108,10.0,
0.9462497506483144,5.0,
0.946266094420601,11.0,
0.9462752819044208,3.0,
0.9462869454174484,148.0,
0.9462941684503025,6.0,
0.9463013698630136,3.0,
0.9463050847457628,1.0,
0.9463122961443688,137.0,
0.9463151444328854,139.0,
0.9463429438543248,2.0,
0.9463565891472868,9.0,
0.946359733260254,5.0,
0.9463689617115204,73.0,
0.9463785138203742,139.0,
0.9463842747962437,,26.0
0.9464185199413782,107.0,
0.9464232892850556,86.0,
0.9464768683274024,4.0,
0.94648709315376,,1.0
0.9465251989389922,4.0,
0.9465596932081946,2.0,
0.9465618298784848,7.0,
0.9465983940416618,1.0,
0.9466108786610878,1.0,
0.9466159772911598,3.0,
0.9466198419666374,1.0,
0.9466572036905608,4.0,
0.9466592137134341,11.0,
0.9466666666666668,57.0,1.0
0.9466911146764458,,1.0
0.9467300832342448,4.0,
0.9467498699947998,2.0,
0.9467805051583068,5.0,
0.946782988004362,2.0,
0.9467880391638,,2.0
0.9467980295566504,1.0,
0.946803805605554,4.0,
0.9468109171379396,24.0,
0.9468165906438952,30.0,
0.9468194842406876,1.0,
0.9468392664509168,2.0,
0.9468447412353924,4.0,
0.9468561278863232,1.0,
0.9468725868725868,3.0,
0.946875,11.0,
0.946878908470722,7.0,
0.946879489225858,,10.0
0.9468875086266392,18.0,
0.946913456728364,21.0,
0.9469155573021566,20.0,
0.9469185906396108,8.0,
0.9469344663319172,21.0,
0.9469346733668342,11.0,
0.9469388747113864,33.0,
0.946964693929388,15.0,
0.9469881939211252,8.0,
0.9470088845014808,1.0,
0.9470096031300644,14.0,
0.9470553811778476,21.0,
0.9470611439842208,1.0,
0.9470676691729324,1.0,
0.94707102952913,,10.0
0.9470814814814816,1.0,
0.9470914303918444,2.0,
0.9471085067690443,17.0,
0.9471208089409262,26.0,
0.947123928293063,17.0,
0.9471304347826088,26.0,
0.9471352177234532,83.0,
0.9471660424469416,7.0,
0.9471774193548388,3.0,
0.9471775976418572,2.0,
0.9471961102106968,18.0,
0.947222748815166,1.0,
0.9472238805970148,3.0,
0.9472280701754384,2.0,
0.9472296933835396,13.0,
0.9472485868279216,14.0,
0.9472527472527472,19.0,
0.9472547139661234,15.0,
0.9472870544090056,,28.0
0.9472973202892389,1.0,
0.9473022178086729,1.0,
0.9473309608540924,16.0,
0.9473866923818708,1.0,
0.9474075565398296,13.0,
0.947415979591082,258.0,
0.9474186435015036,11.0,
0.9474348496013932,14.0,
0.9474385495732882,16.0,
0.9474453476442269,18.0,
0.947452182605798,10.0,
0.9474725421021102,,6.0
0.9475023041474656,,3.0
0.9475068366521588,14.0,
0.9475125725338492,73.0,
0.9475328692962104,17.0,
0.9475717171717172,1.0,
0.9475966641394996,82.0,
0.9476135770234988,4.0,
0.9476411960132892,28.0,
0.9476543209876542,1.0,
0.9476777251184834,2.0,
0.9477206626538112,8.0,
0.9477240285487708,17.0,
0.9477372262773722,1.0,
0.9477495107632096,,1.0
0.9477927063339732,1.0,
0.947799227799228,5.0,
0.9478136200716843,15.0,
0.9478215223097112,9.0,
0.9478260869565218,4.0,
0.9478362947548156,14.0,
0.9478448275862068,17.0,
0.9478484752558828,1.0,
0.9478513226922648,9.0,
0.947899388171312,11.0,
0.947906976744186,13.0,
0.9479322033898304,2.0,
0.9479518072289156,3.0,
0.9479576787431868,,1.0
0.9479622012229016,11.0,
0.9479622132253712,3.0,
0.948002672010688,14.0,
0.9480281690140846,1.0,
0.9480302750599964,4.0,
0.9480460537293508,1.0,
0.9480470588235296,14.0,
0.9480515907136716,1.0,
0.9480565371024736,3.0,
0.9480573663624512,5.0,
0.9480609650128212,9.0,
0.9480628735886648,3.0,
0.948063208707136,1.0,
0.9480828842842064,6.0,
0.9480916030534352,21.0,
0.9481081081081082,6.0,
0.9481092327698308,19.0,
0.9481115037298782,100.0,
0.948112014453478,1.0,
0.9481493248610008,91.0,
0.9481533101045296,24.0,
0.9481586250111896,6.0,
0.94816,1.0,
0.9481690140845072,1.0,
0.9481732580037664,1.0,
0.9482014388489208,14.0,
0.9482131661442006,103.0,
0.9482138714099906,,69.0
0.9482214709305548,3.0,
0.9482226211849192,1.0,
0.9482266910420476,15.0,
0.9482316825425487,4.0,
0.9482501979414092,76.0,
0.9482560805143976,2.0,
0.9482607483410472,2.0,
0.9482922456297624,4.0,
0.9483211678832116,2.0,
0.9483274021352316,8.0,
0.9483320639756284,10.0,
0.9483383084577116,1.0,
0.9483629560336764,2.0,
0.9483650850759496,234.0,
0.948366533864542,2.0,
0.9483727399165508,17.0,
0.948377140101278,33.0,
0.9483801874163321,3.0,
0.9483870967741936,7.0,
0.9483997766610832,2.0,
0.9484007029876976,18.0,
0.9484026039058588,1.0,
0.9484069097888675,1.0,
0.9484101040118872,1.0,
0.9484175968483256,63.0,
0.948419309642084,12.0,
0.9484290798169804,22.0,
0.9484297520661158,10.0,
0.9484346224677718,3.0,
0.9484375,29.0,
0.9484383100959854,242.0,
0.9484422319020952,8.0,
0.9484563758389262,5.0,
0.9484745762711864,16.0,
0.9484807256235828,1.0,
0.948483057969382,356.0,
0.9484840902529288,282.0,
0.9484904938114074,6.0,
0.948504767559638,285.0,
0.948516042664534,291.0,
0.9485304659498208,1.0,
0.9485510204081632,,4.0
0.9485662469919438,283.0,
0.9485663401602852,6.0,
0.9485761865112404,,7.0
0.9485794655414908,4.0,
0.9485842696629214,39.0,
0.9485920577617328,5.0,
0.9485969160188608,10.0,
0.9485989099070216,6.0,
0.9486063997202308,,5.0
0.9486111111111112,15.0,
0.948617886178862,3.0,
0.948634500157679,,3.0
0.9486599817684596,13.0,
0.9486603725440164,8.0,
0.9486784758506436,7.0,
0.9486792452830188,1.0,
0.9486874154262516,2.0,
0.9487022900763358,5.0,
0.9487056471764116,30.0,
0.9487060915962652,4.0,
0.9487211093990756,,1.0
0.9487514106904688,9.0,
0.9487574475433902,2.0,
0.9487617421007686,8.0,
0.9487719298245614,1.0,
0.9487739927373336,4.0,
0.9487767292875076,4.0,
0.948791405550582,2.0,
0.9487961365988272,2.0,
0.9487976101568334,6.0,
0.9488028482421004,45.0,
0.948825910931174,1.0,
0.9488313505948216,15.0,
0.9488372093023256,2.0,
0.948843537414966,5.0,
0.9488440999138674,4.0,
0.9488471226506492,22.0,
0.948882175226586,7.0,
0.9488840262582056,2.0,
0.9489051094890509,5.0,
0.9489121956760441,300.0,
0.9489156626506025,2.0,
0.9489276807980052,3.0,
0.9489289329823852,8.0,
0.9489298892988932,,1.0
0.9489328639067622,1.0,
0.948936170212766,25.0,
0.9489419795221844,32.0,
0.9489570552147241,2.0,
0.948974042027194,23.0,
0.9489841133533704,3.0,
0.9489855072463768,5.0,
0.9489918256130788,5.0,
0.9490039840637452,3.0,
0.9490196078431372,21.0,
0.9490268086669116,42.0,
0.9490445859872612,1.0,
0.9490657439446366,1.0,
0.9490667375697954,,35.0
0.9490828072781284,6.0,
0.9490962241169308,4.0,
0.9491024235781268,4.0,
0.9491396466526772,94.0,
0.9491994572591588,2.0,
0.9492129032258064,34.0,
0.9492250922509228,1.0,
0.94924295546033,19.0,
0.9492668720489876,12.0,
0.9492929292929292,,14.0
0.9492996555683124,4.0,
0.9493069306930692,4.0,
0.9493128503217768,112.0,
0.9493140970778824,,1.0
0.9493159977388356,106.0,
0.9493186003683244,2.0,
0.9493200663349916,1.0,
0.94932384341637,1.0,
0.9493369418132612,,1.0
0.9493381037567086,7.0,
0.9493493308721734,50.0,
0.9493654524089308,128.0,
0.9493670886075948,2.0,
0.9493688194359664,3.0,
0.9493805574235972,100.0,
0.9493844601412712,123.0,
0.9494117647058824,1.0,
0.9494193548387098,19.0,
0.9494200127469729,38.0,
0.9494220665499123,3.0,
0.9494274589902344,8.0,
0.9494318694783002,19.0,
0.9494667343829356,23.0,
0.9494736842105262,27.0,4.0
0.9494966349630124,20.0,
0.9495081967213116,2.0,
0.94952636282395,6.0,
0.949527505135814,169.0,
0.9495335725269092,14.0,
0.9495384615384616,4.0,
0.9495411349443388,,1.0
0.9495495495495496,2.0,
0.9495592317086712,12.0,
0.9495965943644842,18.0,
0.9496028800886179,12.0,
0.9496062992125984,1.0,14.0
0.949627760252366,21.0,
0.949632060586936,26.0,
0.9496350903059344,9.0,
0.9496414342629482,12.0,
0.9496446700507616,27.0,
0.94965925321363,1.0,
0.9496629213483148,2.0,
0.9496641020829424,59.0,
0.9496754408382316,19.0,
0.9496774193548388,9.0,
0.9496802588996764,,5.0
0.9496809157772494,16.0,
0.949685534591195,3.0,
0.9496967912864294,1.0,
0.9496998420221171,164.0,
0.949701280227596,44.0,
0.9497057497907412,12.0,
0.9497195017590568,34.0,
0.9497322674787464,18.0,
0.9497326203208556,2.0,
0.94976,,12.0
0.9497770670680086,57.0,
0.9497907949790796,2.0,
0.949792353968562,9.0,
0.9497993433053632,7.0,
0.9497997329773032,2.0,
0.9498057437883188,18.0,
0.9498123324396784,1.0,
0.9498219110106412,14.0,
0.9498926977495016,37.0,
0.9498988370993666,46.0,
0.9498989898989899,2.0,1.0
0.9499191039203484,22.0,
0.9499236641221374,15.0,
0.9499314354670616,13.0,
0.9499337748344372,2.0,
0.9499490277515574,60.0,
0.9499570720968632,13.0,
0.9499623210248682,65.0,
0.9499765807962529,,1.0
0.9499817552689525,27.0,
0.95,40.0,
0.9500350877192982,1.0,
0.9500383141762452,110.0,
0.9500635039223012,20.0,
0.9500709219858156,,1.0
0.9500854700854702,2.0,
0.950091743119266,4.0,
0.95010101010101,3.0,
0.9501075268817204,5.0,
0.950153846153846,1.0,
0.9501639344262296,1.0,
0.9501652540733,324.0,
0.9501679389312978,1.0,
0.9501840490797546,7.0,
0.9502341137123748,23.0,
0.9502392937349956,3.0,
0.950239927569036,2.0,
0.9502402022756004,1.0,
0.9502445635433991,15.0,
0.950251593678096,217.0,
0.9502545003103664,4.0,
0.9502583025830258,3.0,
0.950264283916436,29.0,
0.9502672292545712,1.0,
0.9502846534653466,2.0,
0.9502879243661366,3.0,
0.9502978723404256,13.0,
0.9503045903045904,3.0,
0.9503058963713203,120.0,
0.9503217693616391,120.0,
0.9503239465647426,139.0,
0.9503379517630672,104.0,
0.9503437802539912,187.0,
0.9503448275862068,24.0,
0.950354609929078,20.0,
0.9503572531284624,,33.0
0.9503574144486692,2.0,
0.9503768474812352,8.0,
0.9503797468354432,1.0,
0.9503875968992248,3.0,
0.9503882063882064,41.0,
0.9503896103896105,9.0,
0.9503935472772798,164.0,
0.9503951367781156,1.0,
0.9504049844236762,3.0,
0.9504186447993096,3.0,
0.9504424778761064,2.0,
0.9504581162012912,7.0,
0.9504612978889756,7.0,
0.9504626334519573,11.0,
0.9504643962848298,6.0,
0.9504647895926222,,5.0
0.9504761904761904,4.0,
0.9504844540853216,8.0,
0.950490566037736,2.0,
0.9505040930633348,5.0,
0.9505130687318492,8.0,
0.9505159781761496,1.0,
0.9505220883534136,1.0,
0.950528625573509,2.0,
0.9505370101596516,2.0,
0.9505454545454546,5.0,
0.9505602716468592,,1.0
0.9505720823798628,31.0,
0.9505729945191828,1.0,
0.9505956112852664,10.0,
0.9506065318818042,23.0,
0.9506147186147188,,1.0
