,shop_review_positive_rate,shop_review_positive_rate
0.9369509043927648,2.0,
0.9369683706334132,3.0,
0.9369918699186992,3.0,
0.937016004130098,3.0,3.0
0.9370425352054595,2.0,
0.9371671224989204,3.0,
0.9375406636304491,2.0,
0.9376053962900506,1.0,
0.9377431906614786,,1.0
0.9379194630872484,2.0,
0.9392527899078116,3.0,
0.9392881388808068,2.0,
0.9393293273890287,1.0,
0.9393939393939394,1.0,
0.9415065626783335,2.0,
0.9415627676786904,4.0,
0.941747572815534,6.0,
0.9418367346938776,1.0,1.0
0.942599112199602,141.0,
0.9426361031518624,5.0,
0.9442204301075268,3.0,
0.9442632331902718,1.0,
0.94431213781059,1.0,
0.9443695479777954,2.0,
0.944375086697184,1.0,
0.9444072337575352,22.0,
0.9444444444444444,15.0,
0.9444801321464624,3.0,
0.9445157740278796,2.0,
0.9445557782231128,,6.0
0.9445564516129032,4.0,
0.9445618470167676,,2.0
0.9446021426609283,5.0,
0.944617356279751,2.0,
0.9446629470410683,3.0,
0.9446983546617916,3.0,
0.9447337170000912,,2.0
0.9448075883422618,1.0,
0.944842477181274,1.0,
0.9455667568875116,50.0,
0.9455882930404848,40.0,
0.9456511801047529,43.0,
0.9456606724003128,18.0,
0.9456680584551148,43.0,
0.9456796559364004,28.0,
0.945703125,9.0,
0.9457123143217944,34.0,
0.9457378456415992,21.0,
0.9457878315132604,17.0,
0.9457893916567094,,16.0
0.9459143968871596,,6.0
0.9459882583170256,20.0,
0.946190102120974,17.0,
0.946232339089482,13.0,
0.9462955703645628,5.0,
0.9466490172944664,2.0,
0.9468191852297811,1.0,
0.9468450914092498,,2.0
0.947075208913649,6.0,
0.9473235231392622,3.0,
0.9473684210526316,15.0,
0.9475695181490128,2.0,
0.9477690843730175,7.0,
0.9478698543951104,1.0,
0.9479319756456016,5.0,
0.947967137139246,7.0,
0.9480437526293648,2.0,
0.9480518606279282,164.0,
0.9480612765500388,187.0,
0.9481458665345316,217.0,
0.948146375829113,120.0,
0.9481836290113052,120.0,
0.9482134508782476,139.0,
0.9484103357942368,1.0,
0.9484483422005812,104.0,
0.9484663306421636,1.0,
0.9485077074450641,,1.0
0.9485970789581706,,33.0
0.9487951807228916,3.0,
0.9493670886075948,1.0,
0.94967316305532,1.0,
0.949676208920898,1.0,
0.9497092028737598,1.0,
0.949762658227848,3.0,
0.9497725924461144,1.0,
0.9497907949790796,1.0,
0.9497924491006128,3.0,
0.95,10.0,
0.9505119453924916,4.0,
0.9506040679002906,34.0,
0.9507503228392038,,2.0
0.9507640067911716,3.0,
0.950815290029404,2.0,
0.9508394356135024,4.0,
0.9508445117875128,5.0,
0.9508540338045756,3.0,
0.9508591832180316,3.0,
0.950867180881894,2.0,
0.95087672333021,2.0,
0.9510309278350516,1.0,
0.9511873350923484,,3.0
0.9512,15.0,
0.9512605042016806,3.0,
0.9512843224092116,1.0,
0.9513690232938292,1.0,
0.9513919575784358,1.0,
0.9514196018905028,6.0,
0.9514278622743756,5.0,
0.9514351676372282,10.0,
0.951435685563135,17.0,
0.9514366569581294,9.0,
0.9514413484692122,,4.0
0.95144179766612,7.0,
0.9514481581410716,9.0,
0.9514777238641376,2.0,
0.9515789473684212,10.0,
0.9516104868913856,26.0,
0.9516640253565768,,4.0
0.9517131704496168,27.0,
0.951747088186356,1.0,
0.9517940290331416,1.0,
0.9517990495587236,6.0,
0.9518159455939806,66.0,
0.9518459069020868,11.0,
0.951849166062364,28.0,
0.9518545587429198,2.0,
0.9519064124783362,28.0,
0.9519177830794642,2.0,
0.9519186738712336,1.0,
0.9519239557627274,2.0,
0.9519480519480521,22.0,
0.951961862852952,1.0,
0.9519758507135015,1.0,
0.9520656398445372,31.0,
0.9520661157024792,2.0,
0.9520717968302465,5.0,
0.9520895094195276,2.0,
0.9521203830369356,11.0,
0.9521335670818456,38.0,
0.9521345407503234,,11.0
0.9521424086457154,31.0,
0.952149515585992,22.0,
0.9521507176704268,41.0,
0.9521511603950242,27.0,
0.95215497478221,38.0,
0.95216040201189,33.0,
0.9521743322726834,3.0,
0.9521755241524124,,8.0
0.9521857923497268,6.0,
0.9522510231923602,6.0,
0.9523581288343558,2.0,
0.9523809523809524,1.0,2.0
0.9525773195876288,14.0,
0.9525875924140148,2.0,
0.9525952113128716,1.0,
0.9526530612244898,10.0,
0.9526943644590704,1.0,
0.9527426160337552,15.0,
0.9527824620573356,17.0,
0.9528543938422064,1.0,
0.9528838342810724,11.0,
0.9529147982062779,19.0,
0.9529298751200768,1.0,
0.9529411764705882,3.0,
0.952944942381562,7.0,
0.95296,1.0,
0.952993844432009,12.0,
0.9530364372469636,26.0,
0.9530827806435764,37.0,
0.9530993512076916,8.0,
0.953111917387664,18.0,
0.953125,8.0,
0.9531518273240128,32.0,
0.9531772575250836,21.0,
0.95318805488297,15.0,
0.9531908254017788,6.0,
0.9531970046082948,24.0,
0.9532063738826272,9.0,
0.9532424158085164,12.0,
0.9532520325203252,13.0,
0.9532550171316692,30.0,
0.9532786885245902,10.0,
0.9532816341970872,2.0,
0.9533001245330012,4.0,
0.9533079965872956,2.0,
0.9533468559837728,1.0,
0.953360935216756,22.0,
0.9533703793186759,22.0,
0.9533754249635744,22.0,
0.9533805223334147,18.0,
0.953382603752132,1.0,
0.9533980582524272,,8.0
0.953416149068323,8.0,
0.9534359744648891,2.0,
0.9534437245020398,,6.0
0.9534883720930232,,1.0
0.9535179429217292,18.0,
0.953581738581834,18.0,
0.953587987254584,,5.0
0.953588594471147,13.0,
0.9535891561664758,26.0,
0.9535898831867198,9.0,
0.9535911285858798,37.0,
0.9535991902060772,12.0,
0.9536022338248512,10.0,
0.9536053661263276,4.0,
0.9536741214057508,3.0,
0.9536804308797128,14.0,
0.9536823425022184,1.0,
0.9536987759446514,7.0,
0.9537725823591924,1.0,
0.9538617698625079,,1.0
0.9539889715181868,48.0,
0.9539933099552312,31.0,
0.9539955243257442,,6.0
0.953997116916618,49.0,
0.9539996258487924,33.0,
0.9540011327777328,51.0,
0.9540050347274878,36.0,
0.9540053873483229,43.0,
0.9541158745377346,16.0,
0.9543312794490756,7.0,
0.9543973941368078,1.0,
0.9544243070362474,3.0,
0.9544440904746736,1.0,
0.954496644295302,11.0,
0.9545454545454546,53.0,
0.9545816733067728,2.0,
0.9546899841017488,8.0,
0.9546925566343042,1.0,
0.95475751995089,1.0,
0.954857444561774,3.0,
0.9548931680295436,6.0,
0.9549019607843138,1.0,
0.9549703752468728,7.0,
0.9549763033175356,2.0,
0.9550102249488752,1.0,
0.9550898203592816,6.0,
0.9551769331585844,1.0,
0.9553166304991122,1.0,
0.9553188341470632,6.0,
0.9553544311486364,1.0,
0.9554867634500428,4.0,
0.95550576184379,2.0,
0.9555152549605292,1.0,
0.9555620098751088,1.0,
0.9555959302325582,1.0,
0.9556281771968046,1.0,
0.9560117302052786,4.0,
0.956043956043956,12.0,
0.9560761346998536,17.0,
0.9561854431900072,1.0,
0.9562640749081428,1.0,
0.9563372417643774,2.0,
0.9563518642554142,3.0,
0.9563609467455622,17.0,
0.9563908097256302,1.0,
0.9565217391304348,12.0,
0.9567648155050316,20.0,
0.956989247311828,14.0,
0.95703125,7.0,
0.9571428571428572,7.0,
0.9571984435797666,5.0,1.0
0.957339297548045,,2.0
0.9573895137018851,2.0,
0.9574307936773438,2.0,
0.9574468085106383,1.0,11.0
0.9574521651560928,4.0,
0.9574841296358167,1.0,
0.9575028206092516,18.0,
0.9575208913649024,1.0,
0.9575234584450402,2.0,
0.9575297941495124,1.0,
0.95757766913736,1.0,
0.9576170396799654,1.0,
0.9576271186440678,6.0,
0.9577464788732394,5.0,
0.9579303675048356,1.0,
0.9579805080683816,,1.0
0.9580722891566265,18.0,
0.9581126624939816,8.0,
0.9581362474854564,1.0,
0.9581529581529582,6.0,
0.9581931763575204,5.0,
0.95821325648415,,1.0
0.958217270194986,5.0,
0.9582248263888888,1.0,
0.9583333333333334,11.0,5.0
0.958359850895536,7.0,
0.9584023205370092,28.0,
0.9584655844744716,2.0,
0.958484738372093,5.0,
0.9585144927536232,4.0,
0.9585195780439836,2.0,
0.9585581167238842,2.0,
0.9585595367354324,4.0,
0.958575760059002,2.0,
0.9585814834867352,8.0,
0.9585879158180584,1.0,
0.9585932555826778,3.0,
0.958611397919867,18.0,
0.9586199120532192,22.0,
0.9586218131465342,,1.0
0.9586467572321395,42.0,
0.9586619924043236,3.0,
0.9586668607189638,2.0,
0.9586776859504132,2.0,
0.9586836764279502,1.0,
0.9587016374438488,1.0,
0.9587038855379436,1.0,
0.9587096774193548,,1.0
0.9587218337218336,7.0,
0.9587524028027532,,5.0
0.9587580823673326,5.0,
0.9587628865979382,6.0,
0.9587748922790263,5.0,
0.9587815091551032,1.0,
0.958792803250145,2.0,
0.9587996818807828,6.0,
0.9588260380723452,8.0,
0.9588523605649084,4.0,
0.9588874284830678,,1.0
0.9588941959762628,,2.0
0.9589131234154554,6.0,
0.9589171068028716,4.0,
0.9589282899921198,5.0,
0.9589371386394392,46.0,
0.9589498413221778,4.0,
0.958960760172996,5.0,
0.958960843373494,16.0,
0.958963602714374,58.0,
0.9590235396687008,2.0,
0.9590244381195406,47.0,
0.9590705874944904,7.0,
0.9590733348002388,9.0,
0.9590789087709004,3.0,
0.9590995132504057,2.0,
0.959110570424439,1.0,
0.9591128732499072,4.0,
0.9591172656766079,43.0,
0.9591190035453204,10.0,
0.9591216216216216,1.0,
0.959122445152822,21.0,
0.9591299061001148,5.0,
0.9591500274775601,1.0,
0.959156072491209,2.0,
0.9591643567034008,2.0,
0.9591747146619842,3.0,
0.9591762013729976,2.0,
0.959209563308124,48.0,
0.959214064115822,4.0,
0.9593055989990616,2.0,
0.9593578985771616,31.0,
0.9593718843469592,2.0,
0.9593738352590384,95.0,
0.9593820084724644,3.0,
0.9594358825239896,30.0,
0.9594820384294068,,1.0
0.9594997022036926,1.0,
0.9595588235294118,14.0,
0.9596459067007574,,15.0
0.9597670725251456,18.0,
0.959809624537282,2.0,
0.9598214285714286,1.0,
0.9598378776713338,37.0,
0.9598452753729968,84.0,
0.9598494353826852,6.0,
0.959860062603572,80.0,
0.9598674521354934,,12.0
0.9599214145383104,6.0,
0.9599842302385176,11.0,
0.96,1.0,
0.9600499375780276,10.0,
0.9600626468285044,2.0,
0.9601105845181674,6.0,
0.960166468489893,11.0,
0.9601677148846959,5.0,
0.9602058998218176,9.0,
0.9602404965089216,2.0,
0.9602484472049688,5.0,
0.9604344453064392,1.0,
0.9605568445475638,1.0,
0.9606992639327024,4.0,
0.9607204445296034,,2.0
0.960733848082888,6.0,
0.9607419058854372,3.0,
0.9607584935475376,5.0,
0.9608215056576624,7.0,
0.9608482871125612,2.0,
0.9609126984126984,4.0,
0.9609779031499764,,1.0
0.961025756891098,2.0,
0.9610345606505534,4.0,
0.9610389610389609,3.0,
0.9610521562429444,,1.0
0.96113074204947,,1.0
0.9612903225806452,11.0,
0.961340206185567,69.0,
0.961352657004831,1.0,
0.96137339055794,7.0,
0.961439588688946,52.0,
0.961456102783726,7.0,
0.9614992350841408,55.0,
0.9615384615384616,26.0,
0.961577868852459,43.0,
0.9616169865251124,1.0,
0.9616252821670428,9.0,
0.9616382505559674,1.0,
0.9616413916146298,11.0,
0.9616745283018868,7.0,
0.9616751269035532,44.0,
0.9616766467065868,16.0,
0.9616983372921616,11.0,
0.9617053867755936,55.0,
0.9617759482505146,9.0,
0.9617777777777776,7.0,
0.9617930204572804,,1.0
0.9618096357226792,,6.0
0.9618230245634805,6.0,
0.961890694239291,5.0,
0.9619463505926388,2.0,
0.9619730941704036,2.0,
0.9620938628158844,3.0,
0.9621118012422359,1.0,
0.9621249385145104,4.0,
0.9621320890165111,2.0,
0.9621394230769232,4.0,
0.9621473513294094,4.0,
0.9621559633027524,27.0,
0.9621621621621622,1.0,
0.9621689785624212,3.0,
0.9621749408983452,26.0,
0.9622222222222222,13.0,
0.9622291021671828,1.0,
0.962230215827338,1.0,
0.9622885001433896,2.0,
0.9622888759464182,70.0,
0.96229802513465,4.0,
0.9623084780388153,15.0,
0.9623137179977072,4.0,
0.9623217922606924,10.0,
0.9623389021479714,4.0,
0.9623588456712672,1.0,
0.9623589743589744,16.0,
0.9623788909503196,8.0,
0.9623843782117164,6.0,
0.9623889233312668,4.0,
0.9624177539868406,30.0,
0.9624320951402144,112.0,
0.9624420913302448,106.0,
0.9624533452175368,18.0,
0.9624553039332538,1.0,
0.9624594639160148,139.0,
0.9624601977543152,8.0,
0.962466637010676,29.0,
0.9624697336561744,22.0,
0.9624916275954454,24.0,
0.9624916648144032,33.0,
0.9624951310444604,17.0,
0.9625,30.0,
0.9625084584575432,135.0,
0.9625130163137801,8.0,
0.9625208217656858,,9.0
0.9625600116828829,106.0,
0.9625601224311324,62.0,
0.9626009903570498,1.0,
0.9626027198021962,47.0,
0.9626168224299064,23.0,
0.9626353969989068,12.0,
0.962653116777062,,15.0
0.9626918536009446,,2.0
0.9626998223801064,1.0,
0.9627457744049672,4.0,
0.9627560521415269,1.0,
0.9627573444367338,1.0,
0.9627659574468084,1.0,
0.9627685909495991,11.0,
0.962827097089753,3.0,
0.9628285602196941,9.0,
0.9628348324602156,6.0,
0.9628514608937394,,1.0
0.9628537735849056,,1.0
0.9629010695187166,5.0,
0.962937776266576,5.0,
0.9629549158066268,3.0,
0.9629589398218552,3.0,
0.9629629629629628,1.0,
0.9629790467918792,3.0,
0.962983065566652,2.0,
0.9630030502804291,8.0,
0.9630209352377226,7.0,
0.9630250443699468,9.0,
0.9630315602311452,4.0,
0.9630390143737166,6.0,
0.9630434782608696,,5.0
0.9630613230323516,2.0,
0.9630671304862704,4.0,
0.9631147540983608,2.0,
0.9631669907107366,3.0,
0.96318407960199,3.0,
0.9631865991429684,,3.0
0.9631870158613058,5.0,
0.9632163613624659,4.0,
0.9632501685772084,3.0,
0.9632569077013522,2.0,
0.96330745569064,,1.0
0.9633215962441316,2.0,
0.9633699633699634,22.0,
0.9633812599847191,33.0,
0.9634090499118876,39.0,
0.9634367766705012,53.0,
0.9634534044729496,40.0,
0.9634599191065832,28.0,
0.9634602076124568,48.0,
0.9634732766578944,23.0,
0.9635180437783476,,6.0
0.9635263375051576,,4.0
0.9635499207606972,5.0,
0.9636363636363636,6.0,
0.9636904761904762,26.0,
0.9637020144431776,1.0,
0.9637089112673379,1.0,
0.9637169367123668,1.0,
0.9637362637362638,2.0,
0.9637458667926312,5.0,
0.963767260710492,2.0,
0.9637681159420288,6.0,
0.9637760702524698,2.0,
0.9637810945273632,18.0,
0.9638169563675062,1.0,
0.9638314785373608,22.0,
0.9638336347197106,2.0,
0.9638511518015356,1.0,
0.9638596905633636,1.0,
0.9638989169675092,2.0,
0.9639704127893104,48.0,
0.9639900249376558,12.0,
0.9640323708662204,25.0,
0.9641246617897584,34.0,
0.9641657334826428,6.0,
0.964245810055866,7.0,
0.9642857142857144,2.0,
0.9643136233394112,4.0,
0.9643255295429208,1.0,
0.964349376114082,1.0,
0.9643822156718252,1.0,
0.964417997449754,8.0,
0.9644246803779878,7.0,
0.9644439051028456,,1.0
0.9644702449699106,2.0,
0.9644859813084112,2.0,
0.9645199670520759,9.0,
0.9645240925299442,13.0,
0.9645325296069656,12.0,
0.9645429362880886,5.0,
0.9645625692137321,2.0,
0.9646104694028016,1.0,
0.9646182495344506,1.0,
0.9646408839779006,3.0,
0.9647058823529412,5.0,
0.9647101188332732,2.0,
0.964873765093304,7.0,
0.9649552832063596,48.0,
0.9650160137965016,1.0,
0.965034965034965,1.0,
0.9650464227198252,6.0,
0.9650557620817845,1.0,
0.9651422197434468,1.0,
0.9651926009414572,52.0,
0.9652073732718894,,17.0
0.9652222428863678,1.0,
0.965223562810504,6.0,
0.9652482269503546,11.0,
0.9652926398064576,3.0,
0.9653489116517284,,6.0
0.9653614457831324,1.0,
0.9654029585320508,19.0,
0.9654562383612664,1.0,
0.9655172413793104,12.0,
0.9655573255263272,,2.0
0.9655833387176672,7.0,
0.9656380316930776,3.0,
0.9656539538892479,3.0,
0.9656733517980891,2.0,
0.965676339959467,3.0,
0.9656814212452582,4.0,
0.9656829482630122,3.0,
0.9656908285621691,3.0,
0.9656924207704614,2.0,
0.9657204533189424,5.0,
0.9657247627264884,3.0,
0.9657517609910128,22.0,
0.9657528396959604,2.0,
0.9657600777076252,7.0,
0.9657696561166992,3.0,
0.9657766990291262,13.0,
0.9657849829351536,,1.0
0.9658178134773956,2.0,
0.9658259773013872,1.0,
0.9658305605323778,3.0,
0.9658347467894354,11.0,
0.9658461141899728,3.0,
0.9658564344362248,20.0,
0.9658749892823458,1.0,
0.9658753709198812,2.0,
0.9658760466664332,4.0,
0.9658772421524664,1.0,
0.9658925979680696,12.0,
0.9659090909090908,10.0,
0.9659245797364834,11.0,
0.9659447842618616,18.0,
0.9659863945578232,3.0,
0.9660166214103514,24.0,
0.9660307898259706,32.0,
0.9660332541567695,4.0,
0.9660377358490566,2.0,
0.966041805291054,3.0,
0.9660519313698503,1.0,
0.9660574412532638,1.0,
0.9660655530970916,4.0,
0.9660748873938408,4.0,
0.9660809154066204,30.0,
0.9660838279441758,,1.0
0.9660904255319148,27.0,
0.9661971830985916,1.0,
0.9662065683008092,23.0,
0.9662921348314608,4.0,
0.9663072776280324,7.0,
0.9663093415007658,1.0,
0.9663290074990168,47.0,
0.9663326110509208,32.0,
0.9663345186106568,34.0,
0.966342265595514,30.0,
0.9663503718601104,9.0,
0.9663669887755376,15.0,
0.9663717896679992,1.0,
0.9663751528096832,24.0,
0.966381377381111,2.0,
0.9663865546218487,2.0,
0.9663983199159958,3.0,2.0
0.9664141583428304,,7.0
0.966418547078601,85.0,
0.9664221281500032,2.0,
0.9664516129032258,2.0,
0.9664542396884404,1.0,
0.9664605320744756,75.0,
0.966488722807954,69.0,
0.9664954851094109,1.0,
0.9664967693773008,2.0,
0.966499715082626,80.0,
0.9665088549886024,1.0,
0.9665154461006696,8.0,
0.9665271966527196,1.0,
0.9665371329879102,4.0,
0.966537863735152,60.0,
0.9665469863020858,2.0,
0.9665482472180136,1.0,
0.9665502530427872,5.0,
0.9665523156089194,11.0,
0.9665526821970508,9.0,
0.9665547757094904,1.0,
0.9665582969330699,32.0,
0.9665589382397628,2.0,
0.966572202476945,3.0,
0.9665798611111112,5.0,
0.966580417072296,2.0,
0.9665804225959466,7.0,
0.9665832029212312,,1.0
0.9665853658536584,7.0,
0.9665869853917662,17.0,
0.9665876266436731,1.0,
0.9666276482506376,,9.0
0.9666489078316464,8.0,
0.9666523235800344,4.0,
0.9666585543927964,1.0,
0.9666666666666668,15.0,
0.9666686941183626,,1.0
0.9666836539686584,5.0,
0.966696269982238,10.0,
0.9667728237791932,7.0,
0.9667865453776179,4.0,
0.9667896678966791,,1.0
0.9667997478461862,2.0,
0.966804979253112,8.0,
0.9668163185633418,,1.0
0.9668174962292608,3.0,
0.9668874172185432,2.0,
0.9669002327228574,5.0,
0.9669195111672988,1.0,
0.9669421487603306,,2.0
0.9669603524229076,13.0,
0.9670228700172436,2.0,
0.9670945642019309,,1.0
0.9671220857357734,2.0,
0.9671619323725364,5.0,
0.9671624331550802,8.0,
0.9671641791044776,1.0,
0.9671743185678092,,3.0
0.967174742943127,8.0,
0.9671799384073912,3.0,
0.9671824898926529,7.0,
0.9671838374818618,9.0,
0.9671838872329164,7.0,
0.967197567710803,9.0,
0.9672,1.0,
0.9672131147540984,1.0,
0.9672209026128266,3.0,
0.967248480094136,7.0,
0.9672749605193892,1.0,
0.967275293287466,2.0,
0.9673275178429818,2.0,
0.967335882727852,4.0,
0.9673445443879546,2.0,
0.9673665791776028,1.0,
0.9673761339846476,1.0,
0.9673877946399742,9.0,
0.9673934394028678,2.0,
0.9673964403843124,,1.0
0.9674139728884256,1.0,
0.9674193548387096,11.0,
0.9674337820234477,6.0,
0.9674508540122462,25.0,
0.9674613402061856,5.0,
0.9674657534246576,1.0,1.0
0.9675032175032175,28.0,3.0
0.9675555700623428,,1.0
0.9675599435825106,,9.0
0.9675675675675676,1.0,
0.967578125,2.0,
0.9676063303659744,1.0,
0.9676083576656176,22.0,
0.9676126342793009,4.0,
0.9676303434642946,2.0,
0.9676385773790452,3.0,
0.9676463324277601,1.0,
0.967685419505548,1.0,
0.967741935483871,5.0,
0.9677522862185144,4.0,
0.9677634504224101,2.0,
0.967768954335696,23.0,
0.9677770251424472,44.0,
0.9677906851886466,62.0,
0.9677915390208724,,6.0
0.967793810329386,65.0,
0.96786878956455,5.0,
0.9678907220152564,3.0,
0.9679139018349251,44.0,
0.9679247094977432,2.0,
0.9679277895141156,1.0,
0.9679308689390302,3.0,
0.9679339477726574,1.0,
0.9679441893323912,,1.0
0.9679493330774398,3.0,
0.9679532577903682,2.0,
0.9679897567221509,7.0,
0.9680294547516552,26.0,
0.9680314010144574,39.0,
0.9680789320951828,16.0,
0.9681528662420382,16.0,
0.968181818181818,9.0,
0.9681834340561678,2.0,
0.968237999425122,11.0,
0.9682741116751268,6.0,
0.9682929682929684,2.0,
0.9682966775854,2.0,
0.9683698296836984,1.0,
0.9683877766069549,2.0,
0.9683881064162756,6.0,
0.9683914774057598,1.0,
0.9684510482393648,2.0,
0.9684872696917298,7.0,
0.9684922187260822,2.0,
0.9684952698280478,11.0,
0.968503937007874,7.0,
0.9685126194560156,5.0,
0.9685266793711292,9.0,
0.9685317802276172,5.0,
0.9685318966572792,8.0,2.0
0.9685386349661816,4.0,
0.9685499170026084,2.0,
0.968591047812818,8.0,
0.9686098654708521,24.0,
0.968643101482326,1.0,
0.9686605609616484,9.0,
0.968677376982924,6.0,
0.9686847599164928,1.0,
0.9687130189505082,,28.0
0.9687277896233121,,1.0
0.9687350717380204,91.0,
0.96875,6.0,
0.9687607955386666,76.0,
0.9687633718442448,7.0,
0.9687987775824392,100.0,
0.9688123041868414,10.0,
0.9688141781394995,2.0,
0.9688366673777836,103.0,
0.9688427299703264,7.0,
0.9688542825361512,5.0,
0.9688598694123556,1.0,
0.9688658265381764,7.0,
0.9688715953307392,2.0,
0.9688754855522592,73.0,
0.9688760368312914,1.0,
0.9688911189162068,1.0,
0.9689320388349516,,1.0
0.9689846153846152,5.0,
0.9690379653520088,5.0,
0.9690775340147126,83.0,
0.9690821256038648,4.0,
0.9690880989180836,8.0,
0.9691000386249518,,2.0
0.9691252144082332,3.0,
0.9691262735412164,82.0,
0.9691519195435644,9.0,
0.9691583284284874,8.0,
0.9691983545700812,2.0,
0.9692099147947328,10.0,
0.9692179700499168,1.0,
0.9692188558706804,6.0,
0.9692235404675202,12.0,
0.969224813703668,3.0,
0.9692426733726666,6.0,
0.9692913385826772,2.0,
0.9692920768870136,4.0,
0.9693067718077316,7.0,
0.9693080357142856,4.0,
0.9693115679120724,3.0,
0.9693140794223828,21.0,
0.9693251533742332,6.0,
0.9693264162537848,5.0,
0.969326496059043,6.0,
0.9693280262233668,11.0,
0.9693285437966288,1.0,
0.9693548289207228,2.0,
0.9693605194673944,3.0,
0.9693654266958424,1.0,
0.9693665780307475,,1.0
0.9693782141187471,7.0,
0.9693885216346154,4.0,
0.9693960275638428,1.0,
0.9693969396939696,6.0,
0.969399764613574,2.0,
0.9694068192433444,2.0,
0.9694704400795024,206.0,
0.9694716242661447,6.0,
0.969488730071468,1.0,
0.969494194056288,,23.0
0.9694969141574716,5.0,
0.9694993502772421,164.0,
0.9695029682225584,4.0,
0.9695263959831684,116.0,
0.9695309283248346,126.0,
0.96953125,5.0,
0.969534583705468,4.0,
0.9695468897757691,194.0,
0.9695609694100452,167.0,
0.9695667084034484,188.0,
0.9695668380263096,50.0,
0.9695676795258672,45.0,
0.9695919508105086,3.0,
0.969593180937621,31.0,
0.9696024941543258,3.0,
0.9696188618490308,29.0,
0.9696404153885952,11.0,
0.969641200123724,29.0,
0.9696484882211092,32.0,
0.9696498054474708,2.0,
0.9696553492290224,5.0,
0.969658835609564,46.0,
0.9696693355705922,,4.0
0.9696705336426914,13.0,
0.9696707974428772,,11.0
0.9696734059097978,2.0,
0.9696969696969696,9.0,
0.9697125823427668,4.0,
0.969743987587277,,1.0
0.9697847682119204,2.0,
0.9698258177613666,,2.0
0.9698275862068966,2.0,2.0
0.9698681732580038,9.0,
0.9698996655518396,12.0,
0.9699115044247788,5.0,
0.9699594292747412,8.0,
0.96997216264318,15.0,
0.9699792960662524,1.0,
0.9699859238069292,4.0,
0.9699877222500114,11.0,
0.9699922590045992,8.0,
0.9700068166325836,12.0,
0.9700083732967952,4.0,
0.9700086658377604,3.0,
0.9700093720712276,3.0,
0.9700100118321652,9.0,
0.9700413223140496,2.0,
0.9701010722109066,7.0,
0.9701952723535456,1.0,
0.9702258726899384,1.0,
0.9702798581001184,3.0,
0.9703008870774394,123.0,
0.9703016241299304,2.0,
0.9703108087212,3.0,
0.9703291608715808,1.0,
0.9703429101019464,3.0,
0.970357454228422,,3.0
0.9703703703703704,14.0,
0.970384081443776,2.0,
0.9704093374979452,2.0,
0.9704117695405604,4.0,
0.970414201183432,1.0,
0.9704190632703368,1.0,
0.9704347826086956,16.0,
0.9704478990303216,,1.0
0.970479704797048,4.0,
0.9705304518664049,23.0,
0.9705372616984402,7.0,
0.9705705997698802,4.0,
0.9705786999513698,8.0,
0.9705815648793132,13.0,
0.9705820380245392,6.0,
